words,fft_0.00Hz,fft_10.67Hz,fft_21.33Hz,fft_32.00Hz,fft_42.67Hz,fft_53.33Hz,fft_64.00Hz,fft_74.67Hz,fft_85.33Hz,fft_96.00Hz,fft_106.67Hz,fft_117.33Hz,fft_-128.00Hz,fft_-117.33Hz,fft_-106.67Hz,fft_-96.00Hz,fft_-85.33Hz,fft_-74.67Hz,fft_-64.00Hz,fft_-53.33Hz,fft_-42.67Hz,fft_-32.00Hz,fft_-21.33Hz,fft_-10.67Hz
foo,(-236.328125+0j),(-26.264333126285976+149.43020514769563j),(-8.993449358907263+21.819596425524026j),(1.2871284029888068+61.57425605510572j),(-27.83203125-2.537183800149723j),(-30.426738196118844+129.78134266546834j),(127.44140625+49.31640625j),(33.87037046333449-48.03941638542999j),(6.8359375-3.3829117335329633j),(7.501934097011198-2.878868944894254j),(10.458293108907277+4.059309824475967j),(11.101950859070325+2.0556516985939908j),(14.648437499999996+2.220446049250313e-16j),(11.101950859070328-2.055651698593987j),(10.45829310890727-4.059309824475971j),(7.501934097011198+2.8788689448942506j),(6.8359375+3.3829117335329633j),(33.870370463334496+48.03941638542999j),(127.44140625-49.31640624999999j),(-30.426738196118844-129.78134266546834j),(-27.832031249999996+2.537183800149723j),(1.2871284029888033-61.57425605510572j),(-8.99344935890727-21.81959642552403j),(-26.264333126285972-149.43020514769563j)
foo,(-1510.25390625+0j),(1321.72439204289+810.47484600376j),(-775.1096509457402-253.662109375j),(1113.4498231404104+1141.559463030509j),(-1796.6308593749998-379.30897812238356j),(620.4871495673635+5888.389218737568j),(5998.53515625+323.2421875j),(1378.5362879326365-1574.020940533419j),(1796.630859375-379.3089781223835j),(885.5736143595894-858.4405369694897j),(775.1096509457407-253.6621093750001j),(677.2990454571101+272.885005274748j),(1507.32421875+8.526512829121202e-14j),(677.2990454571102-272.885005274748j),(775.1096509457402+253.662109375j),(885.5736143595896+858.4405369694898j),(1796.630859375+379.3089781223835j),(1378.5362879326365+1574.0209405334194j),(5998.53515625-323.2421874999999j),(620.4871495673636-5888.389218737568j),(-1796.630859375+379.30897812238345j),(1113.4498231404104-1141.559463030509j),(-775.1096509457402+253.662109375j),(1321.72439204289-810.4748460037604j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-114.2578125+0j),(-33.054597859092475+75.15881559806783j),(6.591796875000002+30.294404267589954j),(-0.7396087039850734+13.455248626027359j),(-19.775390625+26.640429901572084j),(31.002820012965866+46.43542141188125j),(32.2265625-20.5078125j),(-4.855368111019477-3.0212129039868962j),(6.591796875-8.034415367140788j),(-9.026016296014927+1.7364986260273692j),(6.591796875000002-0.9975292675899539j),(-6.764729042853917-1.3611125860640172j),(2.9296874999999982+0j),(-6.764729042853915+1.3611125860640145j),(6.591796875+0.9975292675899556j),(-9.026016296014927-1.7364986260273625j),(6.591796875+8.034415367140788j),(-4.855368111019477+3.0212129039869002j),(32.2265625+20.5078125j),(31.00282001296587-46.435421411881244j),(-19.775390625-26.640429901572084j),(-0.739608703985073-13.455248626027359j),(6.591796875-30.294404267589954j),(-33.05459785909247-75.15881559806783j)
foo,(-89.35546875+0j),(-19.830761399000764+52.6733812505153j),(-14.085345467440234+20.254278375748616j),(-6.4212683569738775+34.73316096307588j),(-7.568359375+44.40071650262014j),(60.95114212510191+56.19228567761107j),(57.6171875-37.59765625j),(6.394096377892536-23.745611256520775j),(-2.197265625-31.71479750187153j),(-20.922481643026117+7.389410963075887j),(12.132220467440234-5.117559625748612j),(-14.311352103993684-0.20122181535285577j),(9.27734375-3.552713678800501e-15j),(-14.311352103993684+0.2012218153528451j),(12.132220467440233+5.117559625748612j),(-20.922481643026124-7.389410963075882j),(-2.197265625+31.71479750187153j),(6.394096377892536+23.745611256520768j),(57.6171875+37.59765625j),(60.95114212510191-56.19228567761108j),(-7.568359375-44.40071650262014j),(-6.421268356973879-34.73316096307587j),(-14.085345467440233-20.254278375748612j),(-19.830761399000757-52.6733812505153j)
foo,(-522.94921875+0j),(1417.4300910633615+651.0511236805534j),(290.289158364895+180.40801139521045j),(1727.7332458470055+638.1404727760896j),(136.47460937499997+810.6302241478363j),(5110.334203419579+2288.523442402862j),(3652.83203125-5757.8125j),(-2344.8759501366376-1968.6801419923604j),(377.197265625-750.5835408776262j),(-1050.9754333470055-588.4220272239104j),(350.3358416351052+60.314644854790004j),(-333.27896934630235-378.8546669242231j),(-38.574218750000014-1.1368683772161603e-13j),(-333.27896934630235+378.85466692422284j),(350.33584163510506-60.314644854789904j),(-1050.9754333470055+588.4220272239103j),(377.197265625+750.5835408776262j),(-2344.8759501366376+1968.6801419923609j),(3652.8320312499995+5757.8125j),(5110.3342034195775-2288.5234424028627j),(136.47460937500006-810.6302241478362j),(1727.733245847005-638.1404727760889j),(290.28915836489494-180.4080113952101j),(1417.430091063361-651.0511236805536j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-329.58984375+0j),(-237.25366161934244+327.66676856134154j),(545.3468283802426+474.661532957713j),(557.584281570294-515.1714198300117j),(1145.751953125+402.9893602571143j),(2825.29916069816-3954.38994680334j),(-4936.03515625-4605.46875j),(-3036.5204889444094+2768.40059374609j),(66.650390625-592.4324173349602j),(-1826.1389690702936+508.26608016998716j),(-197.2022971302431-351.61465795771255j),(-1795.6656351344075+291.3996655119113j),(55.17578125-8.526512829121202e-14j),(-1795.665635134408-291.3996655119113j),(-197.2022971302427+351.6146579577131j),(-1826.138969070294-508.2660801699876j),(66.650390625+592.4324173349602j),(-3036.5204889444094-2768.4005937460897j),(-4936.03515625+4605.46875j),(2825.2991606981595+3954.38994680334j),(1145.751953125-402.9893602571142j),(557.5842815702938+515.1714198300119j),(545.3468283802426-474.6615329577131j),(-237.25366161934244-327.66676856134177j)
foo,(-72.265625+0j),(-20.163804244929494+54.70230456121523j),(16.01280695022458+30.5689051594313j),(18.728192900062197+16.824142638044783j),(30.029296875+15.645966767589956j),(48.001938374904036-29.377074825519127j),(-24.4140625-47.8515625j),(-14.791936856191167+16.126341994092076j),(3.173828125-16.491694700973195j),(-15.798505400062195+8.035080138044783j),(8.401255549775417-6.643123909431299j),(-15.97588477378337+0.40982524160402534j),(5.859375000000002-1.7763568394002505e-15j),(-15.975884773783378-0.40982524160402j),(8.401255549775417+6.643123909431299j),(-15.798505400062197-8.03508013804478j),(3.173828125+16.491694700973195j),(-14.791936856191166-16.12634199409208j),(-24.414062499999996+47.8515625j),(48.00193837490403+29.377074825519124j),(30.029296875-15.645966767589954j),(18.728192900062197-16.824142638044783j),(16.012806950224583-30.5689051594313j),(-20.163804244929494-54.70230456121523j)
foo,(50.78125+0j),(15.083886104773734-21.22881252048569j),(28.507170850673745-10.10554317514972j),(-0.3494769299502405-29.854558410024868j),(30.029296875+15.645966767589954j),(50.29759487150448-91.20280242683059j),(-92.7734375-60.546875j),(-23.617411203839666+41.76367867646331j),(-5.615234375-23.257518168039123j),(-27.970835570049758+16.043879089975114j),(5.672516649326248-5.03117557485028j),(-22.232819772438553+0.10158137622041608j),(1.7763568394002505e-15-8.881784197001252e-16j),(-22.23281977243855-0.10158137622040364j),(5.6725166493262495+5.031175574850277j),(-27.970835570049754-16.04387908997512j),(-5.615234375+23.257518168039123j),(-23.617411203839666-41.7636786764633j),(-92.7734375+60.546875j),(50.29759487150448+91.20280242683057j),(30.029296875-15.645966767589954j),(-0.34947692995024227+29.854558410024865j),(28.507170850673752+10.105543175149723j),(15.083886104773736+21.22881252048569j)
foo,(-489.2578125+0j),(-320.7429620023561+443.57426285872157j),(558.2452692488807+559.992411688253j),(527.4622782311911-457.59067722714803j),(1145.99609375+581.0150902342864j),(3025.65895072092-3808.6762240475045j),(-4728.02734375-4666.50390625j),(-2952.703782870611+2674.1347341164465j),(143.5546875-674.8908908398262j),(-1798.9466532311903+375.4171352728515j),(-251.11636299888096-454.035380438253j),(-1876.2356433479529+240.06017969477057j),(-39.062499999999886+0j),(-1876.2356433479529-240.06017969477057j),(-251.11636299888073+454.03538043825284j),(-1798.9466532311908-375.41713527285214j),(143.5546875+674.8908908398262j),(-2952.703782870611-2674.1347341164455j),(-4728.02734375+4666.50390625j),(3025.65895072092+3808.6762240475045j),(1145.99609375-581.0150902342864j),(527.4622782311906+457.5906772271476j),(558.2452692488807-559.9924116882528j),(-320.74296200235597-443.5742628587214j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-212.890625+0j),(-36.48276085463408+157.5080212158292j),(53.709679009730735+26.911492534056993j),(-0.8377581799502458+8.237332854047263j),(31.005859375+4.651503633607824j),(-0.5279612992393101-58.6706802442599j),(-76.171875-8.7890625j),(-8.86394699941318+47.38397111352567j),(-1.220703125-16.491694700973195j),(-28.459116820049765+18.002957854047267j),(6.348914740269258+2.3853824659430107j),(-18.57845584671341-0.30444264195638127j),(-1.9531249999999964+4.440892098500626e-16j),(-18.57845584671342+0.30444264195638926j),(6.348914740269258-2.3853824659430085j),(-28.459116820049765-18.00295785404728j),(-1.220703125+16.491694700973195j),(-8.863946999413182-47.38397111352566j),(-76.171875+8.789062499999996j),(-0.5279612992393137+58.67068024425991j),(31.005859374999996-4.651503633607824j),(-0.8377581799502423-8.237332854047278j),(53.70967900973074-26.91149253405699j),(-36.48276085463409-157.50802121582916j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-963.37890625+0j),(-1489.0673555215694+896.254988843675j),(1048.0706898199937+165.98283810815622j),(-1228.2214757638226-798.8754559208592j),(1657.2265625-573.4035388338373j),(-3221.7571083544426-5205.341109440581j),(-5500.9765625+2868.65234375j),(650.8907533207552+1591.280036947173j),(-1663.57421875-2.5371838001497227j),(-771.7785242361776+876.9057940791404j),(-1041.7230335699937+736.8491931418437j),(59.933710555256766+764.6729049559203j),(-34.667968749999886+5.684341886080802e-14j),(59.933710555256425-764.6729049559207j),(-1041.723033569994-736.8491931418438j),(-771.7785242361774-876.9057940791408j),(-1663.57421875+2.5371838001497227j),(650.8907533207553-1591.2800369471724j),(-5500.9765625-2868.65234375j),(-3221.7571083544426+5205.341109440582j),(1657.2265625+573.4035388338373j),(-1228.2214757638221+798.875455920859j),(1048.070689819994-165.98283810815622j),(-1489.0673555215694-896.2549888436749j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-793.45703125+0j),(-1500.7678117832872+737.1218825107653j),(924.811630163556+156.31299065830592j),(-1248.2469607778944-733.0090280386671j),(1670.8984375-620.7643031032987j),(-3390.6586790264455-5203.579801694911j),(-5519.53125+3102.05078125j),(824.8666915930576+1627.2210321928426j),(-1648.92578125-54.97231566991065j),(-751.7530392221056+917.381596961332j),(-946.7842864135564+722.1049780916942j),(66.55979921667517+639.7194861230109j),(-167.4804687499999+5.684341886080802e-14j),(66.5597992166746-639.7194861230109j),(-946.784286413556-722.1049780916941j),(-751.7530392221054-917.3815969613323j),(-1648.92578125+54.97231566991065j),(824.8666915930578-1627.2210321928424j),(-5519.53125-3102.05078125j),(-3390.6586790264455+5203.579801694911j),(1670.8984375+620.7643031032987j),(-1248.246960777894+733.0090280386671j),(924.811630163556-156.31299065830592j),(-1500.7678117832872-737.1218825107652j)
foo,(-139.6484375+0j),(-55.19408223663641+80.13973935051611j),(-12.11125369985028+27.369413517215648j),(-14.337871597011198+23.51706587104603j),(-12.20703125-21.98892626796426j),(-83.90179864840121+6.934508178622876j),(-21.97265625+72.75390625j),(13.04029686471852+12.730645664401674j),(-12.20703125+8.457279333832409j),(-8.123065902988806+2.032690871046027j),(-17.18562130014972+8.763398982784345j),(-3.8272284796809046+3.0545393647373142j),(-13.671875+0j),(-3.827228479680895-3.054539364737316j),(-17.185621300149723-8.76339898278435j),(-8.123065902988813-2.0326908710460216j),(-12.20703125-8.457279333832409j),(13.040296864718513-12.730645664401669j),(-21.97265625-72.75390625j),(-83.90179864840118-6.934508178622872j),(-12.20703125+21.98892626796426j),(-14.337871597011198-23.51706587104603j),(-12.111253699850277-27.369413517215648j),(-55.19408223663641-80.13973935051612j)
foo,(174.31640625+0j),(-5.336921152306168-115.95313765467886j),(-5.048704083083802-7.611551400449173j),(-16.32148773007464-47.43863717409701j),(-16.6015625-14.377374867515094j),(-71.20963330966813-26.780189393827108j),(-23.92578125+93.75j),(50.912162908470364-5.066685296522124j),(-11.71875+10.99446313398213j),(25.11055023007463-6.423012174097026j),(-13.5059834169162+7.611551400449166j),(25.634391553503953-2.901016751983857j),(-15.13671875+1.7763568394002505e-15j),(25.634391553503942+2.901016751983846j),(-13.505983416916205-7.611551400449168j),(25.110550230074637+6.423012174097025j),(-11.71875-10.99446313398213j),(50.91216290847037+5.066685296522125j),(-23.925781249999993-93.75j),(-71.20963330966813+26.78018939382711j),(-16.6015625+14.377374867515092j),(-16.321487730074633+47.43863717409702j),(-5.048704083083796+7.611551400449168j),(-5.336921152306166+115.95313765467886j)
foo,(-1809.5703125+0j),(-831.2695111536759+761.6910272907696j),(-607.454077824477-637.133635458089j),(-1425.916917210705+268.57008266239086j),(-496.82617187500006-1743.468134669551j),(-5938.904000541415-96.75224091950406j),(-913.0859375+5845.703125j),(1707.504355113253+392.50655900415654j),(-343.994140625+1478.7552915205965j),(1185.6825422107045-51.74241733760945j),(-342.74123467552283+484.30160420808807j),(943.5285315818383-680.6927726328915j),(-1500.9765625+2.2737367544323206e-13j),(943.528531581838+680.692772632891j),(-342.74123467552283-484.30160420808863j),(1185.6825422107045+51.74241733760937j),(-343.994140625-1478.7552915205965j),(1707.504355113253-392.50655900415643j),(-913.0859375000001-5845.703124999999j),(-5938.904000541415+96.75224091950446j),(-496.826171875+1743.4681346695509j),(-1425.9169172107047-268.57008266239063j),(-607.4540778244772+637.1336354580886j),(-831.269511153676-761.6910272907696j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-1213.37890625+0j),(709.2493672376024+581.5036610817901j),(-903.773018811009-199.46289062500023j),(428.7043853524922+1394.29489458742j),(-1147.216796875-400.45217645696454j),(-1108.581298263947+5095.9423175575685j),(5846.19140625+2763.671875j),(2802.917235763947-2366.467841713419j),(842.529296875-400.45217645696454j),(1265.6315521475076-605.7051054125791j),(599.0855188110099-199.46289062500023j),(985.0865702623972+43.91382035277775j),(905.76171875+2.842170943040401e-14j),(985.086570262398-43.91382035277866j),(599.0855188110095+199.462890625j),(1265.6315521475078+605.7051054125794j),(842.529296875+400.45217645696454j),(2802.917235763947+2366.467841713419j),(5846.191406249999-2763.671875j),(-1108.5812982639463-5095.9423175575685j),(-1147.216796875+400.4521764569645j),(428.70438535249195-1394.2948945874205j),(-903.7730188110095+199.462890625j),(709.2493672376024-581.5036610817905j)
foo,(-151.85546875+0j),(-2.52198550680101+93.74247429032825j),(-16.221890558757543+9.159340941991063j),(19.994993881008703+62.76744492907835j),(14.6484375-30.44620560179667j),(-33.05715047889509+50.932891897570144j),(54.6875+21.97265625j),(0.6484263778470334-6.859580684765035j),(26.85546875+16.068830734281576j),(15.161256118991286-19.263805070921627j),(-1.844515691242453-1.835122191991065j),(5.633834607849071+2.120884372663447j),(7.324218750000001+3.552713678800501e-15j),(5.633834607849068-2.120884372663454j),(-1.844515691242453+1.835122191991065j),(15.161256118991293+19.26380507092162j),(26.85546875-16.068830734281576j),(0.6484263778470396+6.859580684765035j),(54.6875-21.972656249999996j),(-33.057150478895096-50.932891897570144j),(14.6484375+30.446205601796667j),(19.994993881008703-62.76744492907835j),(-16.221890558757547-9.159340941991065j),(-2.5219855068010117-93.74247429032825j)
foo,(152.34375+0j),(45.76685550227185-101.86144361389174j),(-19.33030140044916-32.016220401197785j),(-0.6127119120796163-12.331461912079615j),(-29.78515625+1.691455866766482j),(1.354776613044665+83.60769763290457j),(114.2578125+26.3671875j),(26.435321101775422-59.042383957665336j),(19.04296875+23.680382134730742j),(43.58146191207962-31.862711912079604j),(-4.107198599550827+8.578720401197776j),(44.60710928290806+0.7495754766781744j),(9.765624999999996-2.220446049250313e-16j),(44.60710928290807-0.7495754766781761j),(-4.107198599550832-8.578720401197781j),(43.58146191207961+31.862711912079625j),(19.04296875-23.680382134730742j),(26.43532110177542+59.04238395766532j),(114.25781249999999-26.367187499999993j),(1.3547766130446703-83.60769763290457j),(-29.785156249999996-1.6914558667664819j),(-0.6127119120796145+12.33146191207962j),(-19.330301400449166+32.016220401197785j),(45.766855502271845+101.86144361389174j)
foo,(-1282.2265625+0j),(634.4565191642437+575.5887552531383j),(-1016.217597165426-185.54687500000023j),(367.62857425840787+1496.4939215557886j),(-1113.28125-416.0981432245545j),(-1268.6550911386125+5068.966125765841j),(5808.59375+2945.3125j),(2887.7957161386125-2393.4440335051468j),(733.3984375-416.09814322455446j),(1251.5120507415922-503.5060784442112j),(636.3347846654265-185.546875j),(984.6841058357559+37.998914524126576j),(899.4140624999998+5.684341886080802e-14j),(984.6841058357566-37.99891452412692j),(636.3347846654262+185.546875j),(1251.5120507415922+503.5060784442111j),(733.3984375+416.09814322455446j),(2887.795716138613+2393.444033505147j),(5808.59375-2945.3125j),(-1268.6550911386125-5068.966125765841j),(-1113.2812499999998+416.09814322455446j),(367.6285742584073-1496.4939215557883j),(-1016.2175971654262+185.546875j),(634.4565191642437-575.5887552531386j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-482.91015625+0j),(1306.4414665463173+460.2556228464669j),(-221.13713466804256+402.4936184210351j),(1863.5323295954508+1141.3294845029873j),(-142.57812499999994+824.5847350486598j),(4909.679572635815+3554.145792287757j),(4918.45703125-5237.3046875j),(-2224.0508538341633-2231.956274312564j),(747.55859375+69.34969053742574j),(-52.00889209545085-593.0455154970123j),(672.797290918043-27.98189967103417j),(193.47668965203138-231.1813730532117j),(526.8554687499999-5.684341886080802e-14j),(193.47668965203104+231.18137305321147j),(672.7972909180428+27.981899671034796j),(-52.00889209545096+593.0455154970122j),(747.55859375-69.34969053742574j),(-2224.0508538341633+2231.956274312564j),(4918.45703125+5237.3046875j),(4909.679572635815-3554.145792287757j),(-142.57812499999991-824.5847350486597j),(1863.5323295954508-1141.3294845029873j),(-221.1371346680428-402.4936184210348j),(1306.4414665463173-460.25562284646696j)
foo,(-101.07421875+0j),(12.73730738613126+66.65728767069831j),(-0.6670045916916187-6.622157141841342j),(-0.680370254981332+29.307038711021143j),(-10.7421875+17.76028660104806j),(39.734366657311625+70.33138606517485j),(78.125-33.69140625j),(-4.230063473179775-29.00692630234024j),(16.11328125-15.223102800898335j),(-11.03837974501866-17.567961288978843j),(0.1787233416916294-0.7020616081586546j),(-4.296298070263116-3.9262749617865893j),(-0.4882812500000009-1.7763568394002505e-15j),(-4.296298070263116+3.9262749617865857j),(0.1787233416916204+0.7020616081586573j),(-11.03837974501866+17.567961288978843j),(16.11328125+15.223102800898335j),(-4.230063473179772+29.00692630234024j),(78.125+33.69140625j),(39.734366657311625-70.33138606517484j),(-10.7421875-17.76028660104806j),(-0.6803702549813337-29.307038711021146j),(-0.6670045916916204+6.622157141841343j),(12.737307386131263-66.65728767069831j)
foo,(43.9453125+0j),(12.357178874205424-11.79354334430653j),(28.084306883982137+19.68774808383241j),(27.353913711021143-22.358578077085824j),(-31.249999999999996+41.4406687357788j),(100.96343158759181+99.41536450777487j),(140.13671875-66.89453125j),(-1.800404302411911-77.50330561423189j),(11.71875-4.228639666916204j),(15.614836288978854-25.288265577085824j),(6.095380616017863+2.7731894161675896j),(24.22198134061467-7.726435722299762j),(3.9062499999999947-3.552713678800501e-15j),(24.221981340614658+7.726435722299762j),(6.09538061601787-2.7731894161675914j),(15.614836288978854+25.288265577085824j),(11.71875+4.228639666916204j),(-1.8004043024119127+77.50330561423189j),(140.13671875+66.89453125j),(100.96343158759183-99.41536450777488j),(-31.25-41.4406687357788j),(27.353913711021153+22.35857807708583j),(28.08430688398213-19.68774808383241j),(12.35717887420542+11.793543344306526j)
foo,(-657.2265625+0j),(1186.3750349757988+546.9959568900512j),(-263.80068629790867+466.6021284962594j),(1784.7522190221634+1156.1878723001846j),(-274.90234374999994+909.1575283869838j),(4838.001075508131+3727.998043192375j),(4948.73046875-5063.96484375j),(-2147.428823672797-2122.853874557647j),(806.15234375+149.69384420883364j),(28.724343477836783-498.10900269981425j),(795.0506862979096+28.515059003741044j),(306.6464631888666-219.33962535992669j),(628.9062499999999-5.684341886080802e-14j),(306.6464631888664+219.33962535992612j),(795.0506862979088-28.515059003740618j),(28.72434347783667+498.10900269981425j),(806.15234375-149.69384420883364j),(-2147.428823672797+2122.853874557647j),(4948.73046875+5063.96484375j),(4838.001075508131-3727.998043192374j),(-274.90234375-909.1575283869838j),(1784.7522190221637-1156.187872300185j),(-263.8006862979088-466.6021284962594j),(1186.3750349757988-546.9959568900513j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(113.76953125+0j),(440.11805419650864+491.8254461250618j),(1091.9852386968582+550.4117121257548j),(876.3538165746534-137.1909137749069j),(1655.2734375+1780.257299771722j),(5299.554199906456-2545.2249727615153j),(-2264.6484375-5433.10546875j),(-1863.6048017058383+1609.1000343148526j),(789.0625-1321.8727598780054j),(-1151.7444415746531+188.98096122509287j),(633.6006988031418-887.3257746257545j),(-1544.036202397127-201.5620609513062j),(188.96484375-2.2737367544323206e-13j),(-1544.036202397127+201.56206095130653j),(633.6006988031418+887.3257746257547j),(-1151.7444415746534-188.98096122509327j),(789.0625+1321.8727598780054j),(-1863.6048017058383-1609.100034314852j),(-2264.6484375+5433.10546875j),(5299.554199906457+2545.2249727615153j),(1655.2734375-1780.2572997717218j),(876.3538165746536+137.1909137749068j),(1091.9852386968582-550.4117121257547j),(440.11805419650864-491.82544612506166j)
foo,(-158.69140625+0j),(-26.6449402636089+104.55155346931916j),(5.393319007859208+41.925511726422364j),(32.706423856102+34.62484777608957j),(2.4414062500000004+5.9200955336826855j),(53.259879778266935+28.84401754551594j),(14.16015625-68.359375j),(-33.233472009554056+13.478169698210941j),(9.765625-15.223102800898335j),(-23.917361356102003+15.093597776089561j),(21.46214974214079-6.280980476422361j),(-22.678342505103977-2.1529111833758403j),(11.23046875-4.440892098500626e-16j),(-22.678342505103977+2.1529111833758385j),(21.462149742140788+6.280980476422364j),(-23.917361356102-15.093597776089567j),(9.765625+15.223102800898335j),(-33.23347200955405-13.478169698210943j),(14.160156250000004+68.359375j),(53.25987977826693-28.844017545515932j),(2.441406250000001-5.9200955336826855j),(32.706423856102-34.62484777608957j),(5.393319007859212-41.925511726422364j),(-26.644940263608895-104.55155346931916j)
foo,(197.265625+0j),(23.93569465560883-125.51777494464639j),(-2.1399833506737522+4.080276592065928j),(18.432000655043545-41.33214466706096j),(-17.333984375+45.24644443600339j),(115.440075926568+11.554801083684698j),(26.85546875-93.26171875j),(-12.964250940789203-17.32826623742374j),(1.708984375-24.103246101422364j),(-5.736688155043538+7.495980332939043j),(20.694670850673752-9.451370342065921j),(-4.341207141387628-3.8612701235379636j),(12.695312499999996-7.105427357601002e-15j),(-4.341207141387635+3.8612701235379703j),(20.694670850673752+9.451370342065927j),(-5.736688155043543-7.495980332939034j),(1.708984375+24.103246101422364j),(-12.964250940789203+17.328266237423733j),(26.85546875+93.26171875j),(115.440075926568-11.554801083684701j),(-17.333984375-45.24644443600338j),(18.432000655043545+41.33214466706095j),(-2.1399833506737505-4.0802765920659265j),(23.935694655608835+125.51777494464639j)
foo,(52.24609375+0j),(426.1495123374989+504.06241012991734j),(1033.6321910625018+565.068284634737j),(901.1538009017393-89.24541174589024j),(1645.263671875+1736.7023112024851j),(5275.541559991567-2523.17749354027j),(-2277.83203125-5466.796875j),(-1917.3152645918474+1645.0622706708286j),(826.416015625-1312.9926165774814j),(-1174.591300901739+150.0124007541092j),(609.9224964374981-894.6581283847363j),(-1577.3445577372186-222.77110408118165j),(140.13671875-1.1368683772161603e-13j),(-1577.344557737219+222.7711040811817j),(609.9224964374982+894.6581283847369j),(-1174.5913009017393-150.01240075410922j),(826.416015625+1312.9926165774814j),(-1917.3152645918476-1645.0622706708286j),(-2277.83203125+5466.796874999999j),(5275.541559991567+2523.17749354027j),(1645.263671875-1736.702311202485j),(901.1538009017395+89.2454117458903j),(1033.6321910625018-565.0682846347369j),(426.1495123374989-504.0624101299172j)
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
foo,(-200.68359375+0j),(-21.38235791389753+141.49802442068923j),(39.46657696818884-8.605642408682685j),(-37.83461004601492+5.761225524034824j),(17.333984375+12.263055034056991j),(-19.0352471293683-52.65687172319586j),(-75.68359375+1.953125j),(-18.59746613709875+36.51827798339192j),(-15.380859375-6.342959500374306j),(-29.54820245398507+13.573725524034824j),(-12.122826968188843+3.234548658682684j),(-23.01617881963544+7.400999714101445j),(-5.371093749999998-8.881784197001252e-16j),(-23.016178819635435-7.400999714101431j),(-12.122826968188846-3.2345486586826855j),(-29.54820245398507-13.573725524034835j),(-15.380859375+6.342959500374306j),(-18.597466137098742-36.518277983391926j),(-75.68359374999999-1.9531249999999987j),(-19.035247129368297+52.65687172319586j),(17.333984375-12.26305503405699j),(-37.83461004601492-5.761225524034835j),(39.466576968188846+8.605642408682685j),(-21.382357913897522-141.4980244206892j)
foo,(109.86328125+0j),(21.33232819388619-48.14688698775232j),(55.34854935179666-14.970827166916202j),(8.823763580012443-66.96988717409701j),(22.94921875-21.14319833458102j),(-15.522279616949495-100.15483950300685j),(-83.49609375+7.8125j),(6.254329366200883+13.65662528217305j),(-24.90234375-4.228639666916204j),(1.9184239199875606+13.108237825902973j),(-5.54386185179667-6.513547833083791j),(-5.228440443137587+3.0807107270677747j),(-3.4179687499999982+0j),(-5.228440443137583-3.0807107270677676j),(-5.54386185179667+6.513547833083796j),(1.9184239199875588-13.108237825902972j),(-24.90234375+4.228639666916204j),(6.254329366200885-13.656625282173051j),(-83.49609375-7.812500000000007j),(-15.522279616949493+100.15483950300685j),(22.94921875+21.14319833458102j),(8.823763580012441+66.96988717409701j),(55.34854935179667+14.970827166916205j),(21.33232819388619+48.146886987752325j)
